nu_prime_val,p_tildt_val,nu_prime_zero_val,nu_prime_val_combined,n_prime_r_val,b_prime_val,nu_prime_c_val,nu_prime_m_val,gamma_prime_m_val,gamma_prime_c_val,p_tildt_val_combined,mu,radius,tval,bsh,gammash,zeta,beta,gamma_maj,nu_p,p,x,energ,angular,beta_d,beta_u,gamma_prime_c,gamma_prime_m,nu_prime_m,nu_prime_c,b_prime,n_prime_r,nu_prime,p_tildt,nu_prime_zero,c_11,c_14,alpha_prime_nu_prime,alpha_nu,delta_s,tau_nu,ratio_1,ratio_2,sol_gammash,energ_normlized,fact_denorm,calcul_de_l_integrande
580114.286997886,8.88474329507364,154231.63941762652,580114.286997886,13571.913548011325,0.0001107718619063932,1024629098.3295618,3515.466888027534,537.125529009787,289979.7233385552,8.88474329507364,0.9915008241633715,2.2310516759514976e+16,73787565.77345723,0.9999500037496876,100.00499987505347,0.991879279272383,0.5541464231973778,
